texte,quantity_kg,article_context,machine_context
Amidon cationique — masse humide tour formation,12.918,,
Amidon cationique — masse humide wet end,5.147,,
Amidon cationique — masse humide — ligne papier,467.272,,
amidon oxydé ratio,132.882,,
amidon oxydé ratio (kg/t),15.804,,
amidon oxydé ratio kg/t papier,3.966,,
amidon oxydé ratio machine PM,447.371,,
amidon oxydé ratio ratio,327.103,,
amidon oxydé ratio surface sèche,88.377,,
amidon oxydé ratio surface sèche (kg/t),182.134,,
amidon oxydé ratio surface sèche kg/t papier,255.34,,
amidon oxydé ratio surface sèche machine PM,224.248,,
amidon oxydé ratio surface sèche ratio,422.905,,
amidon oxydé ratio surface sèche tour formation,384.923,,
amidon oxydé ratio surface sèche wet end,163.35,,
amidon oxydé ratio surface sèche — ligne papier,410.003,,
amidon oxydé ratio tour formation,337.938,,
amidon oxydé ratio wet end,217.653,,
amidon oxydé ratio — ligne papier,236.485,,
Amidon oxydé traitement surface (size press),155.596,,
Amidon oxydé traitement surface (size press) (kg/t),144.051,,
Amidon oxydé traitement surface (size press) kg/t papier,75.103,,
Amidon oxydé traitement surface (size press) machine PM,467.242,,
Amidon oxydé traitement surface (size press) ratio,458.311,,
Amidon oxydé traitement surface (size press) tour formation,92.064,,
Amidon oxydé traitement surface (size press) wet end,109.268,,
Amidon oxydé traitement surface (size press) — ligne papier,44.544,,
antimousse 2 (Erol),120.971,,
antimousse 2 (Erol) (kg/t),60.144,,
antimousse 2 (Erol) kg/t papier,172.636,,
antimousse 2 (Erol) machine PM,153.63,,
antimousse 2 (Erol) ratio,247.279,,
antimousse 2 (Erol) tour formation,398.529,,
antimousse 2 (Erol) wet end,317.68,,
antimousse 2 (Erol) — ligne papier,16.126,,
Antimousse Afranil rupture mousse,120.894,,
Antimousse Afranil rupture mousse (kg/t),460.051,,
Antimousse Afranil rupture mousse kg/t papier,456.963,,
Antimousse Afranil rupture mousse machine PM,389.606,,
Antimousse Afranil rupture mousse ratio,222.501,,
Antimousse Afranil rupture mousse tour formation,450.454,,
Antimousse Afranil rupture mousse wet end,436.096,,
Antimousse Afranil rupture mousse — ligne papier,420.435,,
Antimousse Erol ligne carton,280.703,,
Antimousse Erol ligne carton (kg/t),489.901,,
Antimousse Erol ligne carton kg/t papier,125.655,,
Antimousse Erol ligne carton machine PM,432.948,,
Antimousse Erol ligne carton ratio,448.087,,
Antimousse Erol ligne carton tour formation,329.83,,
Antimousse Erol ligne carton wet end,463.443,,
Antimousse Erol ligne carton — ligne papier,64.978,,
antimousse ratio (antimousse 1 (afranil)),121.665,,
antimousse ratio (antimousse 1 (afranil)) (kg/t),64.6,,
antimousse ratio (antimousse 1 (afranil)) kg/t papier,102.911,,
antimousse ratio (antimousse 1 (afranil)) machine PM,156.117,,
antimousse ratio (antimousse 1 (afranil)) ratio,107.215,,
antimousse ratio (antimousse 1 (afranil)) tour formation,276.797,,
antimousse ratio (antimousse 1 (afranil)) wet end,275.586,,
antimousse ratio (antimousse 1 (afranil)) — ligne papier,209.556,,
Biocide contrôle slime machine papier,202.873,,
Biocide contrôle slime machine papier (kg/t),73.086,,
Biocide contrôle slime machine papier kg/t papier,97.068,,
Biocide contrôle slime machine papier machine PM,362.128,,
Biocide contrôle slime machine papier ratio,452.017,,
Biocide contrôle slime machine papier tour formation,400.866,,
Biocide contrôle slime machine papier wet end,347.316,,
Biocide contrôle slime machine papier — ligne papier,375.591,,
Biocide ratio,67.51,,
Biocide ratio (Cannelure (Fluting) / Fluting),351.28,,
Biocide ratio (Cannelure (Fluting) / Fluting_PM3),261.626,,
Biocide ratio (kg/t),331.195,,
Biocide ratio (Kraft pour sacs / Kraft_PM2),339.464,,
Biocide ratio (SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft),463.113,,
Biocide ratio (TestLiner / Testliner),66.976,,
Biocide ratio (TestLiner Coloré / Test coloré),66.96,,
Biocide ratio kg/t papier,103.801,,
Biocide ratio machine PM,46.418,,
Biocide ratio ratio,121.062,,
Biocide ratio tour formation,496.972,,
Biocide ratio wet end,317.597,,
Biocide ratio — Cannelure (Fluting) / Fluting,42.15,,
Biocide ratio — Cannelure (Fluting) / Fluting_PM3,270.571,,
Biocide ratio — Kraft pour sacs / Kraft_PM2,283.493,,
Biocide ratio — ligne papier,457.511,,
Biocide ratio — SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft,225.382,,
Biocide ratio — TestLiner / Testliner,189.648,,
Biocide ratio — TestLiner Coloré / Test coloré,375.089,,
Cannelure (Fluting) / Fluting : Biocide ratio,444.184,,
Cannelure (Fluting) / Fluting : defoamer ratio (Defoamer 1 (afranil)),63.478,,
Cannelure (Fluting) / Fluting : Krofta Polymer ratio,426.196,,
Cannelure (Fluting) / Fluting : Prestige cleaning aids Ratio (prestige),414.326,,
Cannelure (Fluting) / Fluting : Retention aids ratio,123.418,,
Cannelure (Fluting) / Fluting : Starch cationic ratio,180.085,,
Cannelure (Fluting) / Fluting : Starch oxidized ratio,65.499,,
Cannelure (Fluting) / Fluting_PM3 : Biocide ratio,381.882,,
Cannelure (Fluting) / Fluting_PM3 : Defoamer 2 (Erol),48.803,,
Cannelure (Fluting) / Fluting_PM3 : defoamer ratio (Defoamer 1 (afranil)),173.106,,
Cannelure (Fluting) / Fluting_PM3 : Krofta Polymer ratio,163.222,,
Cannelure (Fluting) / Fluting_PM3 : Retention aids ratio,478.381,,
Cannelure (Fluting) / Fluting_PM3 : Starch cationic ratio,320.046,,
Coagulant PAC fixation charges anioniques,311.017,,
Coagulant PAC fixation charges anioniques (kg/t),434.116,,
Coagulant PAC fixation charges anioniques kg/t papier,194.316,,
Coagulant PAC fixation charges anioniques machine PM,471.856,,
Coagulant PAC fixation charges anioniques ratio,45.291,,
Coagulant PAC fixation charges anioniques tour formation,356.782,,
Coagulant PAC fixation charges anioniques wet end,153.473,,
Coagulant PAC fixation charges anioniques — ligne papier,463.192,,
Collage PPO imperméabilité TestLiner,76.392,,
Collage PPO imperméabilité TestLiner (kg/t),490.055,,
Collage PPO imperméabilité TestLiner kg/t papier,208.242,,
Collage PPO imperméabilité TestLiner machine PM,153.133,,
Collage PPO imperméabilité TestLiner ratio,1.298,,
Collage PPO imperméabilité TestLiner tour formation,442.173,,
Collage PPO imperméabilité TestLiner wet end,257.66,,
Collage PPO imperméabilité TestLiner — ligne papier,454.547,,
Colorant masse humide (dye wet end),188.202,,
Colorant masse humide (dye wet end) (kg/t),378.441,,
Colorant masse humide (dye wet end) kg/t papier,341.249,,
Colorant masse humide (dye wet end) machine PM,154.766,,
Colorant masse humide (dye wet end) ratio,331.461,,
Colorant masse humide (dye wet end) tour formation,382.562,,
Colorant masse humide (dye wet end) wet end,89.849,,
Colorant masse humide (dye wet end) — ligne papier,163.516,,
Consommation Agent de collage ASA Kraft pour sacs,181.614,,
Consommation Agent de collage ASA Kraft pour sacs (kg/t),358.476,,
Consommation Agent de collage ASA Kraft pour sacs kg/t papier,188.427,,
Consommation Agent de collage ASA Kraft pour sacs machine PM,398.301,,
Consommation Agent de collage ASA Kraft pour sacs ratio,250.433,,
Consommation Agent de collage ASA Kraft pour sacs tour formation,331.377,,
Consommation Agent de collage ASA Kraft pour sacs wet end,369.849,,
Consommation Agent de collage ASA Kraft pour sacs — ligne papier,354.48,,
Consommation Agent de rétention fines et charges,307.729,,
Consommation Agent de rétention fines et charges (kg/t),174.826,,
Consommation Agent de rétention fines et charges kg/t papier,370.614,,
Consommation Agent de rétention fines et charges machine PM,447.813,,
Consommation Agent de rétention fines et charges ratio,134.254,,
Consommation Agent de rétention fines et charges tour formation,329.8,,
Consommation Agent de rétention fines et charges wet end,207.562,,
Consommation Agent de rétention fines et charges — ligne papier,451.421,,
Consommation agent de rétention ratio,215.45,,
Consommation agent de rétention ratio (kg/t),17.282,,
Consommation agent de rétention ratio kg/t papier,51.51,,
Consommation agent de rétention ratio machine PM,222.618,,
Consommation agent de rétention ratio ratio,10.384,,
Consommation agent de rétention ratio tour formation,90.975,,
Consommation agent de rétention ratio wet end,33.065,,
Consommation agent de rétention ratio — ligne papier,2.527,,
Consommation Agent hydrophobe ASA sizing,255.062,,
Consommation Agent hydrophobe ASA sizing (kg/t),146.779,,
Consommation Agent hydrophobe ASA sizing kg/t papier,469.809,,
Consommation Agent hydrophobe ASA sizing machine PM,49.043,,
Consommation Agent hydrophobe ASA sizing ratio,324.954,,
Consommation Agent hydrophobe ASA sizing tour formation,378.346,,
Consommation Agent hydrophobe ASA sizing wet end,17.245,,
Consommation Agent hydrophobe ASA sizing — ligne papier,60.981,,
Consommation amidon cationique ratio,96.325,,
Consommation amidon cationique ratio (kg/t),30.902,,
Consommation amidon cationique ratio kg/t papier,165.578,,
Consommation amidon cationique ratio machine PM,147.631,,
Consommation amidon cationique ratio masse,166.293,,
Consommation amidon cationique ratio masse (kg/t),299.45,,
Consommation amidon cationique ratio masse kg/t papier,280.3,,
Consommation amidon cationique ratio masse machine PM,14.164,,
Consommation amidon cationique ratio masse ratio,120.574,,
Consommation amidon cationique ratio masse tour formation,267.11,,
Consommation amidon cationique ratio masse wet end,37.703,,
Consommation amidon cationique ratio masse — ligne papier,151.687,,
Consommation amidon cationique ratio ratio,334.227,,
Consommation amidon cationique ratio tour formation,280.667,,
Consommation amidon cationique ratio wet end,178.547,,
Consommation amidon cationique ratio — ligne papier,58.724,,
Consommation Amidon cationique — masse humide,135.631,,
Consommation Amidon cationique — masse humide (kg/t),124.863,,
Consommation Amidon cationique — masse humide kg/t papier,121.565,,
Consommation Amidon cationique — masse humide machine PM,77.349,,
Consommation Amidon cationique — masse humide ratio,367.859,,
Consommation Amidon cationique — masse humide tour formation,283.918,,
Consommation Amidon cationique — masse humide wet end,180.122,,
Consommation Amidon cationique — masse humide — ligne papier,248.51,,
Consommation amidon oxydé ratio,22.01,,
Consommation amidon oxydé ratio (kg/t),430.967,,
Consommation amidon oxydé ratio kg/t papier,358.795,,
Consommation amidon oxydé ratio machine PM,33.939,,
Consommation amidon oxydé ratio ratio,499.276,,
Consommation amidon oxydé ratio surface sèche,95.682,,
Consommation amidon oxydé ratio surface sèche (kg/t),51.252,,
Consommation amidon oxydé ratio surface sèche kg/t papier,399.934,,
Consommation amidon oxydé ratio surface sèche machine PM,7.687,,
Consommation amidon oxydé ratio surface sèche ratio,361.63,,
Consommation amidon oxydé ratio surface sèche tour formation,22.486,,
Consommation amidon oxydé ratio surface sèche wet end,252.95,,
Consommation amidon oxydé ratio surface sèche — ligne papier,276.978,,
Consommation amidon oxydé ratio tour formation,248.539,,
Consommation amidon oxydé ratio wet end,237.951,,
Consommation amidon oxydé ratio — ligne papier,309.0,,
Consommation Amidon oxydé traitement surface (size press),9.737,,
Consommation Amidon oxydé traitement surface (size press) (kg/t),299.826,,
Consommation Amidon oxydé traitement surface (size press) kg/t papier,341.007,,
Consommation Amidon oxydé traitement surface (size press) machine PM,202.8,,
Consommation Amidon oxydé traitement surface (size press) ratio,62.988,,
Consommation Amidon oxydé traitement surface (size press) tour formation,18.009,,
Consommation Amidon oxydé traitement surface (size press) wet end,196.055,,
Consommation Amidon oxydé traitement surface (size press) — ligne papier,210.314,,
Consommation antimousse 2 (Erol),202.502,,
Consommation antimousse 2 (Erol) (kg/t),291.384,,
Consommation antimousse 2 (Erol) kg/t papier,113.441,,
Consommation antimousse 2 (Erol) machine PM,427.145,,
Consommation antimousse 2 (Erol) ratio,129.331,,
Consommation antimousse 2 (Erol) tour formation,78.511,,
Consommation antimousse 2 (Erol) wet end,464.427,,
Consommation antimousse 2 (Erol) — ligne papier,151.849,,
Consommation Antimousse Afranil rupture mousse,349.966,,
Consommation Antimousse Afranil rupture mousse (kg/t),222.064,,
Consommation Antimousse Afranil rupture mousse kg/t papier,269.978,,
Consommation Antimousse Afranil rupture mousse machine PM,343.468,,
Consommation Antimousse Afranil rupture mousse ratio,463.689,,
Consommation Antimousse Afranil rupture mousse tour formation,265.507,,
Consommation Antimousse Afranil rupture mousse wet end,62.892,,
Consommation Antimousse Afranil rupture mousse — ligne papier,85.985,,
Consommation Antimousse Erol ligne carton,91.666,,
Consommation Antimousse Erol ligne carton (kg/t),38.416,,
Consommation Antimousse Erol ligne carton kg/t papier,242.187,,
Consommation Antimousse Erol ligne carton machine PM,21.625,,
Consommation Antimousse Erol ligne carton ratio,74.494,,
Consommation Antimousse Erol ligne carton tour formation,400.24,,
Consommation Antimousse Erol ligne carton wet end,187.161,,
Consommation Antimousse Erol ligne carton — ligne papier,337.903,,
Consommation antimousse ratio (antimousse 1 (afranil)),211.427,,
Consommation antimousse ratio (antimousse 1 (afranil)) (kg/t),403.947,,
Consommation antimousse ratio (antimousse 1 (afranil)) kg/t papier,405.998,,
Consommation antimousse ratio (antimousse 1 (afranil)) machine PM,408.664,,
Consommation antimousse ratio (antimousse 1 (afranil)) ratio,149.824,,
Consommation antimousse ratio (antimousse 1 (afranil)) tour formation,182.258,,
Consommation antimousse ratio (antimousse 1 (afranil)) wet end,344.111,,
Consommation antimousse ratio (antimousse 1 (afranil)) — ligne papier,442.632,,
Consommation Biocide contrôle slime machine papier,233.978,,
Consommation Biocide contrôle slime machine papier (kg/t),428.992,,
Consommation Biocide contrôle slime machine papier kg/t papier,262.47,,
Consommation Biocide contrôle slime machine papier machine PM,288.795,,
Consommation Biocide contrôle slime machine papier ratio,488.828,,
Consommation Biocide contrôle slime machine papier tour formation,366.981,,
Consommation Biocide contrôle slime machine papier wet end,133.369,,
Consommation Biocide contrôle slime machine papier — ligne papier,44.597,,
Consommation Biocide ratio,174.198,,
Consommation Biocide ratio (kg/t),29.877,,
Consommation Biocide ratio kg/t papier,435.566,,
Consommation Biocide ratio machine PM,334.623,,
Consommation Biocide ratio ratio,492.122,,
Consommation Biocide ratio tour formation,257.937,,
Consommation Biocide ratio wet end,341.203,,
Consommation Biocide ratio — ligne papier,9.089,,
Consommation Coagulant PAC fixation charges anioniques,259.765,,
Consommation Coagulant PAC fixation charges anioniques (kg/t),331.364,,
Consommation Coagulant PAC fixation charges anioniques kg/t papier,309.008,,
Consommation Coagulant PAC fixation charges anioniques machine PM,266.168,,
Consommation Coagulant PAC fixation charges anioniques ratio,279.028,,
Consommation Coagulant PAC fixation charges anioniques tour formation,19.306,,
Consommation Coagulant PAC fixation charges anioniques wet end,432.985,,
Consommation Coagulant PAC fixation charges anioniques — ligne papier,60.993,,
Consommation Collage PPO imperméabilité TestLiner,229.03,,
Consommation Collage PPO imperméabilité TestLiner (kg/t),351.499,,
Consommation Collage PPO imperméabilité TestLiner kg/t papier,366.702,,
Consommation Collage PPO imperméabilité TestLiner machine PM,122.55,,
Consommation Collage PPO imperméabilité TestLiner ratio,281.884,,
Consommation Collage PPO imperméabilité TestLiner tour formation,247.438,,
Consommation Collage PPO imperméabilité TestLiner wet end,73.56,,
Consommation Collage PPO imperméabilité TestLiner — ligne papier,449.067,,
